file,Assays,treatment,date,day,format,plant_region_red_channel,plant_region_green_channel,plant_region_blue_channel,plant_region_chroma_ratio,plant_region_chroma_difference,plant_region_chroma_base,plant_region_green_strength,plant_region_blue_green_ratio,total_area,class_background_area,plant_region_area,plant_region_filled_area,plant_region_convex_area,plant_region_equivalent_diameter,plant_region_major_axis_length,plant_region_minor_axis_length,plant_region_perimeter,plant_region_eccentricity,plant_region_extent,plant_region_solidity,plant_region_aspect_ratio
hP_c14,Experiment 1,highP_control,16.05.22,day 07,jpg,138.53385757972900,164.8090869375270,123.50982961992100,1.2578748887162400,-33.78724333770210,1.5899832470947500,0.3861028835308980,0.7494115276953090,12689910,12603817,86093,92029,422480,331.08459964922000,595.9562848842290,541.9014545825990,4053.386868351900,0.4161470629984190,0.10871426406707700,0.20378006059458400,1.0997502956386500
hP_c15,Experiment 1,highP_control,16.05.22,day 07,jpg,147.69744744744700,177.16066066066100,134.90765765765800,1.253768296894510,-35.8581081081081,1.5951910771343100,0.38532808193230700,0.7614989532922560,12689910,12639775,50135,52944,998469,252.65364548190700,1265.3777300795600,523.1717067009880,3369.060966544100,0.9105263633191760,0.013022923566465400,0.05021187437967530,2.4186662120143400
hP_c16,Experiment 1,highP_control,16.05.22,day 07,jpg,139.54847645429400,168.89012003693400,122.77562326869800,1.2876447128973600,-37.7280701754386,1.5532234784700500,0.3916617595100700,0.726955627965972,12689910,12649119,40791,41895,100928,227.89627963021300,552.8940719323900,290.3315465089120,2327.906637611550,0.8510328676476200,0.3260671462829740,0.4041594007609390,1.9043541033713300
hP_c17,Experiment 1,highP_control,16.05.22,day 07,jpg,151.83479648842800,180.9489225857940,138.59856344772500,1.2460615586692400,-35.732242617717500,1.6050571386986200,0.3838687394394570,0.7659540685135120,12689910,12642825,47085,51654,1413151,244.8478792308710,1397.463984370880,436.19452880182300,2967.1198410471400,0.9500384379889130,0.005047013274336280,0.03331915697614760,3.203763211357920
hP_c18,Experiment 1,highP_control,16.05.22,day 07,jpg,146.57670384138800,172.30309789343200,140.3645600991330,1.2009642358664000,-28.832465923172200,1.6653285254220500,0.37518827058726400,0.814637472078108,12689910,12538275,151635,151635,3828364,439.3946726644700,2210.1627057334400,515.6271392575210,4190.801081914280,0.9724052223516770,0.021460293468292500,0.03960830265878580,4.2863583730599800
hP_c19,Experiment 1,highP_control,16.05.22,day 07,jpg,148.98491379310300,176.28663793103400,133.17241379310300,1.2495627133920500,-35.20797413793100,1.600559922735550,0.3845325736420990,0.7554311282809880,12689910,12672409,17501,17501,323605,149.2747978474940,803.140944446704,378.73778778291200,2160.208152801710,0.8818282234667050,0.012644354148845200,0.054081364626628100,2.120572518385870
hP_c20,Experiment 1,highP_control,16.05.22,day 07,jpg,137.18460490463200,167.06267029972800,125.41144414168900,1.2723928703912700,-35.764645776566800,1.5718415644572000,0.38882644009645800,0.7506850208768270,12689910,12634669,55241,61802,2338909,265.2075143933810,1010.8977944260200,564.1820946168390,3194.3330444827400,0.8297736744133470,0.014283361348796500,0.023618276726456700,1.7917934724826100
hP_c21,Experiment 1,highP_control,19.05.22,day 10,jpg,131.906648362424,158.3467346538540,118.8535006864090,1.2629338055068500,-32.966660129437100,1.5836142727982100,0.387054681702521,0.7505901586554540,12689910,12498217,191693,191693,5621259,494.03553318452500,2037.9160882365000,562.5662965702480,5253.026478658690,0.9611433382125400,0.016305117050688700,0.03410143528344810,3.622534980607440
hP_c22,Experiment 1,highP_control,19.05.22,day 10,jpg,119.32428268823400,145.1727325245520,106.94896976699400,1.2831629982715400,-32.036106296938200,1.5586484356968300,0.39083134128493700,0.7367014997041980,12689910,12494837,195073,195073,2205295,498.3720073500540,833.153854230209,571.7928585013560,3561.546247918340,0.7273192907094940,0.02853565219426530,0.08845664638971200,1.4570903463430300
hP_c23,Experiment 1,highP_control,19.05.22,day 10,jpg,119.9960697617290,148.6737902235320,104.5846229427660,1.3240122152366700,-36.3834438712847,1.510560081685120,0.398317493891159,0.7034503040887170,12689910,12536840,153070,153214,3037672,441.46888578088000,764.2253354688140,632.0397593738430,4348.457936163770,0.5621530139390010,0.017474093375153000,0.050390562246351800,1.2091412353962100
hP_c24,Experiment 1,highP_control,19.05.22,day 10,jpg,120.05150034891800,147.78883461270100,107.9003489183530,1.2966671258667400,-33.81290997906490,1.5424159062127300,0.3933266770225790,0.7300981105989480,12689910,12420736,269174,269390,1260475,585.4254702475310,1231.0467387338100,642.730707966125,5660.281312654630,0.852883677485631,0.07828475835825770,0.21354965390031500,1.915338295612750
hP_c25,Experiment 1,highP_control,19.05.22,day 10,jpg,142.69054054054100,170.63436293436300,132.77200772200800,1.2388933741492000,-32.90308880308880,1.6143439312309500,0.3825051432805000,0.7781082628302750,12689910,12495192,194718,195156,1023137,497.91832429801300,742.8431913811900,563.1720637580600,4179.913780286480,0.6521028893765310,0.0592552242939177,0.19031468903968900,1.319034162355600
hP_c26,Experiment 1,highP_control,19.05.22,day 10,jpg,132.08153078203000,157.30965058236300,116.71780366056600,1.2645504131656600,-32.9099833610649,1.581589772283750,0.3873582126548980,0.74196213155693,12689910,12464246,225664,234271,6911287,536.026425303003,1808.8510575369800,870.3257599087800,5764.38181771802,0.8766391699789480,0.019285418103119700,0.03265151628054230,2.0783609320337300
hP_c27,Experiment 1,highP_control,19.05.22,day 10,jpg,120.59880239521000,146.17664670658700,103.67347657625900,1.303564108564510,-34.04050722085240,1.5342551907189400,0.39459325314287400,0.7092341965153840,12689910,12476526,213384,214644,3363336,521.2378986736940,1131.8741285351900,693.6794081314920,5399.168614282420,0.7901921735437880,0.030201048765471400,0.06344415187777850,1.6316963070650000
hP_c28,Experiment 1,highP_control,19.05.22,day 10,jpg,134.70034657424700,161.54172220741100,121.38256464942700,1.2616360961806900,-33.500266595574500,1.585243166436450,0.38681080874044900,0.7514007093076410,12689910,12549028,140882,143391,2424428,423.52866909027400,877.2805113254250,438.0888616416290,4025.386868351900,0.8663879797309720,0.030884365910527800,0.05810937672721150,2.0025172702132500
hP_c29,Experiment 1,highP_control,19.05.22,day 10,jpg,142.73340961098400,169.3913043478260,132.4216247139590,1.2312426320921600,-31.8137871853547,1.6243752026369800,0.38104307607966900,0.7817498378904140,12689910,12624279,65631,66520,5268699,289.0743581857680,2701.385103743400,1187.915964723380,5412.541197284450,0.8981235113388860,0.0072017473545256600,0.01245677538230980,2.2740540441953300
hP_c30,Experiment 1,highP_control,19.05.22,day 10,jpg,143.94850770744500,173.30764184978700,131.94588389635900,1.2563331993980000,-35.36044604788460,1.5919343697661900,0.385812238019826,0.7613390990036240,12689910,12575300,114610,117233,850504,382.00259714051300,702.1151558471340,604.4222799278240,5268.1391770309,0.5088432625424090,0.042603382249842200,0.13475539209692100,1.1616301701038800
hP_c31,Experiment 1,highP_control,22.05.22,day 13,jpg,136.03395477984900,163.38754462514900,120.86005553351800,1.2720229983240400,-34.94053946846490,1.5722986161689700,0.3887573525539350,0.7397140082544310,12689910,12212766,473746,488962,6102019,776.6544542845970,1303.056162344360,1042.5258313036400,8684.999133448220,0.5999172098620610,0.04039137548395460,0.07763758192165580,1.2499029982930300
hP_c32,Experiment 1,highP_control,22.05.22,day 13,jpg,120.51520952988700,146.3057860029780,103.66539034248000,1.3052493042330500,-34.21548606679430,1.532274327604540,0.39490192239399700,0.7085529094547920,12689910,12336651,353259,360870,5825649,670.6588762803330,1048.7848933270600,737.0650294006960,5555.109739779380,0.7114072642528290,0.03943238898935100,0.060638565763230800,1.4229204364502600
hP_c33,Experiment 1,highP_control,22.05.22,day 13,jpg,135.81132682612900,162.34774214308700,121.42153813150300,1.262262830760970,-33.73130966427120,1.5844560667244600,0.3869286125135810,0.7479102359457920,12689910,12339759,350151,358314,473065,667.7021041067360,824.2520896169970,725.2174234988240,5230.1391770309,0.4752532351242390,0.5898939154254750,0.7401752401889800,1.1365585863069600
hP_c34,Experiment 1,highP_control,22.05.22,day 13,jpg,133.63866231647600,162.94383593567900,117.34152878117000,1.2984597328024500,-37.4537403868562,1.5402865021338900,0.3936563844904820,0.7201348127552950,12689910,12367521,322389,331681,6812500,640.6859008809420,954.5542757072500,725.8416858142070,5481.452885529890,0.6494567324130790,0.038065763447685700,0.047323155963302800,1.3150998273631600
hP_c35,Experiment 1,highP_control,22.05.22,day 13,jpg,139.46679359390700,166.64497704110200,125.49904804569400,1.2578600774341900,-34.162056221301400,1.5900019691217500,0.3861000925567220,0.7530922940133990,12689910,12354454,335456,335456,5348102,653.5410046192040,1248.647137803410,839.453371049019,7319.577777210910,0.7402876058728910,0.03752319360570130,0.062724308549089,1.4874526458128800
