file,Assays,treatment,SynCom9,date,day,format,plant_region_red_channel,plant_region_green_channel,plant_region_blue_channel,plant_region_chroma_ratio,plant_region_chroma_difference,plant_region_chroma_base,plant_region_green_strength,plant_region_blue_green_ratio,total_area,class_background_area,plant_region_area,plant_region_filled_area,plant_region_convex_area,plant_region_equivalent_diameter,plant_region_major_axis_length,plant_region_minor_axis_length,plant_region_perimeter,plant_region_eccentricity,plant_region_extent,plant_region_solidity,plant_region_aspect_ratio
hP_c36,Experiment 2,highP_control,no,27.06.22,day 14,JPG,109.1498127340820,152.07420411985000,146.60697565543100,1.1892095226676400,-24.195809925093600,1.6817894255619500,0.3728853542594820,0.9640489424484460,23982000,23556975,424625,429345,1194433,735.2886111474650,950.7018484719970,841.9048231810100,7482.156420973600,0.46452241632127700,0.21829733986987200,0.3555034062186830,1.129227226517020
hP_c41,Experiment 2,highP_control,no,30.06.22,day 17,JPG,58.345996592845000,103.75860306644000,92.25843270868830,1.3778957703654100,-28.456388415672900,1.4514885980596400,0.40791541955018700,0.889164175134592,23982000,23398844,583156,583156,1520746,861.6828186459210,1190.4490354512200,952.2644634320170,9664.180807591240,0.6001061244754400,0.3129988594431400,0.3834670615605760,1.2501243941843300
hP_c42,Experiment 2,highP_control,no,30.06.22,day 17,JPG,64.58559435454440,92.35685606521470,98.32364034554080,1.1338443303750500,-10.90223871517220,1.7639105708086500,0.36180620695966500,1.064605753536180,23982000,23165311,816689,827859,4745318,1019.7258114563000,1802.8269994089300,1181.807423991980,20234.462120245900,0.7551690167031300,0.12007501297509800,0.17210416667544700,1.5254828856288900
hP_c51,Experiment 2,highP_control,no,04.07.22,day 21,JPG,91.88733338921960,155.66216782630600,131.22198004862100,1.3953892415134300,-44.10751110738540,1.4332918303360300,0.4109659135550140,0.8429921147895360,23982000,22774728,1185442,1210663,2383841,1228.5567273797100,1525.9948033225800,1445.1884328647600,12319.661038331600,0.32109568061503400,0.26366780190606300,0.4972823271350730,1.0559140722553700
hP_s01,Experiment 2,highP_SynCom9,yes,17.06.22,day 04,JPG,90.20557491289200,126.23344947735200,115.75261324041800,1.2258162747420100,-23.254355400696900,1.6315658726434600,0.3800018879996640,0.916972591018245,23982000,23896259,85541,85541,157134,330.0214900520730,519.6656326617810,257.8213268025800,2103.78174593052,0.8682486714180280,0.3542319749216300,0.5443825015591790,2.015603748171310
hP_s02,Experiment 2,highP_SynCom9,yes,17.06.22,day 04,JPG,102.32768361581900,132.2810734463280,133.47598870056500,1.121959400775090,-14.379237288135600,1.7825956969729300,0.3593766787923440,1.0090331535956400,23982000,23911750,70250,70550,3065596,299.0736999765200,1447.7671433613800,843.6806197359440,3447.5807358037400,0.8126543007530690,0.015201521320647600,0.022915609232266700,1.7160132750406200
hP_s03,Experiment 2,highP_SynCom9,yes,17.06.22,day 04,JPG,93.48755490483160,124.61639824304500,124.20204978038100,1.144899853378350,-15.771595900439200,1.74687768026036,0.3640497016617120,0.9966750085180880,23982000,23914129,67871,67871,1874718,293.96605440206900,2138.9344056264900,1113.6812274189500,2973.237590053240,0.8537573750613960,0.02354204171392700,0.036203311644738000,1.9205984198760900
hP_s04,Experiment 2,highP_SynCom9,yes,17.06.22,day 04,JPG,86.08349900596420,122.24055666004000,117.47316103379700,1.201046987469360,-20.462226640159000,1.6652137850277300,0.37520442285630600,0.9609998861547970,23982000,23932179,49821,49821,72485,251.86120653695500,382.1803249464450,211.337464039688,1889.8822509939100,0.8331955897362470,0.49449633254260500,0.687328412775057,1.8083889038938900
hP_s05,Experiment 2,highP_SynCom9,yes,17.06.22,day 04,JPG,105.30994152046800,141.58362573099400,140.09005847953200,1.1539007802037000,-18.88362573099420,1.73325127628992,0.365864642111276,0.989450988814909,23982000,23897199,84801,84801,1633275,328.59091075847900,584.0838792935680,473.27710011775700,2842.0660171779800,0.5860296444370890,0.022546231859204700,0.05192083390733340,1.2341266440912500
hP_s06,Experiment 2,highP_SynCom9,yes,17.06.22,day 04,JPG,110.50442477876100,133.30383480826000,138.82792527040300,1.0692863142867300,-8.637659783677480,1.8704064321015000,0.3483827198881640,1.0414398465737300,23982000,23881159,100841,100841,434390,358.3221301156800,695.5406671505040,458.9974488349470,3962.5512985522200,0.75134060592869,0.1944987713755580,0.23214392596514700,1.515347566562660
hP_s07,Experiment 2,highP_SynCom9,yes,17.06.22,day 04,JPG,108.67820512820500,143.58589743589700,141.86282051282100,1.1462066706921400,-18.315384615384600,1.7448860237327800,0.36431385177884300,0.9879996785628190,23982000,23904589,77411,77411,2186964,313.94704393813600,2182.493413590670,586.7410263199060,3884.4507934888300,0.9631849138751750,0.02171269159288490,0.035396558882542200,3.71968775948644
hP_s08,Experiment 2,highP_SynCom9,yes,17.06.22,day 04,JPG,119.07818181818200,146.15636363636400,153.55,1.0722029003871400,-9.842272727272730,1.8653185878138000,0.3490013306907650,1.050587166919610,23982000,23872688,109112,109112,2147645,372.72739798027100,1248.032333088020,665.8386459113870,4720.149278298670,0.8457932944001400,0.03388285213174540,0.05080541709640090,1.8743765336416300
hP_s09,Experiment 2,highP_SynCom9,yes,17.06.22,day 04,JPG,108.16326530612200,152.22448979591800,140.1734693877550,1.22595225376998,-28.056122448979600,1.6313849041426500,0.3800280219080370,0.9208338919426200,23982000,23972010,9690,9690,218304,111.07516008759000,2326.599210102910,93.45879896651930,713.7989898732230,0.9991928717576840,0.0030869212022745700,0.04438764291996480,24.89438379083380
hP_s10,Experiment 2,highP_SynCom9,yes,17.06.22,day 04,JPG,96.96685714285710,133.40914285714300,126.10171428571400,1.1961267515434100,-21.874857142857100,1.672063598125640,0.3742425893984960,0.9452254289703850,23982000,23895089,86911,87311,592850,332.6537570394750,762.2861482525080,509.0636181902850,2959.965512114590,0.7443302469023890,0.07978873808369690,0.14659863371847900,1.4974280640255300
