file,Assays,treatment,SynCom9,date,day,format,plant_region_red_channel,plant_region_green_channel,plant_region_blue_channel,plant_region_chroma_ratio,plant_region_chroma_difference,plant_region_chroma_base,plant_region_green_strength,plant_region_blue_green_ratio,total_area,class_background_area,plant_region_area,plant_region_filled_area,plant_region_convex_area,plant_region_equivalent_diameter,plant_region_major_axis_length,plant_region_minor_axis_length,plant_region_perimeter,plant_region_eccentricity,plant_region_extent,plant_region_solidity,plant_region_aspect_ratio
hP_s11,Experiment 2,highP_SynCom9,yes,20.06.22,day 07,JPG,87.7563704164077,110.48601615910500,128.56494717215700,1.0214991050419300,-2.325357364822860,1.9579067569696000,0.3380769179568420,1.1636309430056500,23982000,23822119,159881,161181,758765,451.1837892165480,767.6703253189220,626.5377378342900,5562.96046148071,0.5778334698724330,0.12417555959426500,0.21071214407622900,1.225257919774280
hP_s12,Experiment 2,highP_SynCom9,yes,20.06.22,day 07,JPG,84.97875494071150,110.2959486166010,117.8596837944660,1.087525119049070,-8.87672924901186,1.8390379817146600,0.3522319907097690,1.0685767271847700,23982000,23780007,200793,200893,1970440,505.625936741785,1118.7025888018300,701.9428537434790,7428.801081914280,0.7786475522932220,0.05468647867806630,0.10190262073445500,1.5937231682547300
hP_s13,Experiment 2,highP_SynCom9,yes,20.06.22,day 07,JPG,75.91109192921880,90.17608977125590,104.20284851100600,1.0013227132875200,-0.11911955114371200,1.9973580679436000,0.33362714007875300,1.1555485359293200,23982000,23751967,230033,230833,3527706,541.1904583361240,1545.5534838922400,1032.9574987357700,8064.416305603430,0.7438546025025200,0.04673279017305720,0.06520753146662450,1.4962411191010700
hP_s14,Experiment 2,highP_SynCom9,yes,20.06.22,day 07,JPG,79.55324675324680,93.61632653061220,107.4178107606680,1.0013991232161200,-0.13079777365490500,1.99720566318927,0.33364410466778500,1.1474260392554800,23982000,23714446,267554,271354,5146048,583.661145830414,1783.1964212125500,957.4246900536170,10425.00923471600,0.8436364223496210,0.036005835670773100,0.051992130660265900,1.8624926218611400
hP_s15,Experiment 2,highP_SynCom9,yes,20.06.22,day 07,JPG,81.52625698324020,116.30055865921800,120.76033519553100,1.1498592902928300,-15.157262569832400,1.7393432543304300,0.3650510020674380,1.038346991516880,23982000,23804158,177842,177842,1126272,475.8523585260360,1064.6546023491800,617.7143016473910,3973.663996924430,0.8144729004870200,0.045441699905203100,0.1579032418456640,1.7235388585141100
hP_s16,Experiment 2,highP_SynCom9,yes,20.06.22,day 07,JPG,81.06500260010400,113.78835153406100,118.83983359334400,1.1384251997180100,-13.835933437337500,1.7568128327582700,0.3627377194843780,1.0443936658821400,23982000,23790988,191012,191592,1644793,493.1572081182160,935.0091269819870,824.907499321765,6362.274169979700,0.47078982337641900,0.06788930828339700,0.11613133081184100,1.1334714834702600
hP_s17,Experiment 2,highP_SynCom9,yes,20.06.22,day 07,JPG,90.63014492753620,127.58260869565200,126.01681159420300,1.177792762418520,-19.259130434782600,1.6980916030534400,0.3706323383788370,0.9877271901126860,23982000,23811146,170854,171854,2810635,466.4097653096270,1457.461209560040,892.8443244055880,6645.445742854950,0.7903911843245780,0.026660562266442700,0.060788398351262300,1.6323799902411300
hP_s18,Experiment 2,highP_SynCom9,yes,20.06.22,day 07,JPG,81.90176600441500,118.36754966887400,120.6341059602650,1.168855161514460,-17.099613686534200,1.711075987728570,0.3688572376895390,1.0191484600106300,23982000,23802038,179962,182012,1495715,478.6802011255840,762.3928666952770,632.2322379317080,5519.504617358000,0.5588428953855590,0.07076411894814450,0.12031837616123400,1.205874710200450
hP_s19,Experiment 2,highP_SynCom9,yes,20.06.22,day 07,JPG,82.54723926380370,110.67811860940700,116.29529652351700,1.1132237694633600,-11.256850715746400,1.7965839886477900,0.3575791051008350,1.0507523798261700,23982000,23738838,243162,246462,1520748,556.4202316387240,828.0426730944160,627.5626101170470,7014.6000717875000,0.6523860830985570,0.07222476342099480,0.15989631418223100,1.3194582655903900
hP_s20,Experiment 2,highP_SynCom9,yes,20.06.22,day 07,JPG,81.68392370572210,119.83651226158000,121.73569482288800,1.1782198111312000,-18.126702997275200,1.697476125511600,0.37071690479200900,1.0158481127785400,23982000,23945450,36550,36550,1393313,215.72414181094800,1192.6417148466100,339.4554509697850,1321.254833995940,0.9586389849468620,0.013569805604645300,0.026232440234175700,3.5133968579363700
hP_s21,Experiment 2,highP_SynCom9,yes,23.06.22,day 10,JPG,79.30331125827810,118.90794701986800,110.38211920529800,1.2537383259142900,-24.065231788079500,1.5952292106421000,0.3853224200388000,0.9282989234256560,23982000,23681818,300182,302272,900512,618.2261665585590,871.0297364859030,674.9783757821050,5366.96046148071,0.6320593101633030,0.18217491782823800,0.333345918766213,1.2904557653074900
hP_s22,Experiment 2,highP_SynCom9,yes,23.06.22,day 10,JPG,82.65294974508380,112.20757465404200,107.70939548434100,1.1788841382344800,-17.026402039329900,1.696519560433850,0.3708484131445000,0.959911982915858,23982000,23709207,272793,272893,2023940,589.3478048885390,968.6282500535940,709.3508881188500,8068.98484809835,0.6809550532530470,0.08847909676352150,0.13478314574542700,1.3655135508779400
hP_s23,Experiment 2,highP_SynCom9,yes,23.06.22,day 10,JPG,82.76872964169380,122.08034744842600,118.87730727470100,1.2108380538025800,-21.257328990228000,1.6517485502863900,0.3771096621857310,0.9737628517556650,23982000,23890609,91391,91391,626434,341.11967875350000,526.1186457826930,347.9701675547890,2208.6101730552700,0.7500412448212790,0.08436351887750390,0.14589086799247800,1.5119648028443500
hP_s24,Experiment 2,highP_SynCom9,yes,23.06.22,day 10,JPG,76.83600142298110,101.75667022412000,104.06652436855200,1.1249889384229000,-11.3054073283529,1.777795257972720,0.3599977345809920,1.0226997811479600,23982000,23702707,279293,280263,2477122,596.3278395041760,1039.1212179895400,780.9050030278480,6647.730014102410,0.6597271619272700,0.06725595566052640,0.11274898854396400,1.330662774550670
hP_s25,Experiment 2,highP_SynCom9,yes,23.06.22,day 10,JPG,82.70309152127330,120.37741046832000,118.79828588919500,1.194804839701960,-19.6267217630854,1.673913540975350,0.3739836702555590,0.9868818861198200,23982000,23656646,324654,325154,1582413,642.9325867899760,915.9063841577310,681.9898705837890,7233.872149726140,0.66750364933031,0.11934711883099000,0.20516388578708600,1.3429911845665800
hP_s26,Experiment 2,highP_SynCom9,yes,23.06.22,day 10,JPG,79.50312593033640,121.45400416790700,109.10657933908900,1.2878871105218300,-27.1491515331944,1.552931140983030,0.39170660890404600,0.8983366179368770,23982000,23648327,333673,342263,778326,651.8018553290690,1022.1643367373000,694.6684184531980,6791.771644662750,0.733577862025896,0.2769341728069640,0.42870596639454400,1.4714420716193300
hP_s27,Experiment 2,highP_SynCom9,yes,23.06.22,day 10,JPG,87.82447429906540,120.06834112149500,116.64661214953300,1.174428553268130,-17.832797897196300,1.7029558711209100,0.3699653444898100,0.9715018218790900,23982000,23641728,340272,343502,2114334,658.2155926185000,956.79265953086,901.5216359591920,8975.51176003293,0.3349581142108000,0.10555383564507900,0.16093578403412100,1.0613085935678800
hP_s28,Experiment 2,highP_SynCom9,yes,23.06.22,day 10,JPG,81.44457077885160,120.4201250710630,112.72882319499700,1.2403359966740000,-23.333428084138700,1.6124663037782300,0.38278005674322800,0.9361294312597080,23982000,23807269,174731,175831,406771,471.6719399022160,587.4163511962620,508.41277715418000,4120.735064736300,0.5008973778971260,0.3314723335154500,0.42955618763382800,1.1553925817606300
hP_s29,Experiment 2,highP_SynCom9,yes,23.06.22,day 10,JPG,77.95301079011490,121.85589975635200,107.81517577445200,1.3119135413856200,-28.971806474068900,1.524490705300320,0.39611950160895400,0.8847760017366860,23982000,23696548,285452,285452,2035344,602.8671284153260,997.6533238067010,661.971545183791,6981.830519165800,0.7481508901811590,0.07577628671454160,0.1402475453780790,1.507093969620270
hP_s30,Experiment 2,highP_SynCom9,yes,23.06.22,day 10,JPG,85.61652021089630,131.99964850615100,121.27311072056200,1.2760392863756600,-28.554833040421800,1.5673498624643500,0.3895067106436830,0.9187381337224630,23982000,23696827,282433,282433,2341438,599.6706298779240,913.296488973818,790.6715800371090,6082.759451353930,0.5005048462077800,0.060631047369126100,0.12062373635347200,1.1550895618772000
hP_s31,Experiment 2,highP_SynCom9,yes,27.06.22,day 14,JPG,114.94219453098000,164.28314295604000,144.36206299757700,1.2671071776594200,-34.631014191761900,1.5783984458949800,0.3878376523194390,0.878739354507031,23982000,23400243,574006,589016,1007624,854.8959808744290,1089.7509384267800,949.0582428290060,9447.595021153620,0.4914697746721410,0.4025640396247920,0.5696628901256820,1.1482445325783000
hP_s32,Experiment 2,highP_SynCom9,yes,27.06.22,day 14,JPG,113.4241010982400,169.35685271551100,148.7887768918310,1.2917508401088100,-38.25041372047540,1.548286200326020,0.3924206001162920,0.8785518537107530,23982000,23319544,660476,683656,1570742,917.0300766869650,1203.1685866656000,1038.057407858400,8298.582827844800,0.5055971067012870,0.3038873224920680,0.42048662351933000,1.1590578493609800
hP_s33,Experiment 2,highP_SynCom9,yes,27.06.22,day 14,JPG,105.38636363636400,162.93506493506500,138.28607503607500,1.337328635300390,-41.0988455988456,1.4955187133570700,0.40071829341434200,0.8487189365357710,23982000,23131804,826706,847437,1536817,1025.9604139877100,1452.2219820737000,1164.9057652220900,11335.92092296140,0.5971171217503040,0.41528490537982700,0.5379339244685610,1.2466433126432600
hP_s34,Experiment 2,highP_SynCom9,yes,27.06.22,day 14,JPG,117.40185697996400,169.76673725362400,150.72373350708600,1.2663225240473600,-35.703942010099400,1.5793764716493400,0.38769059537887700,0.8878284164813210,23982000,23372193,609807,621768,1537334,881.1528738285520,1184.640939430740,902.6518321197210,9386.180807591240,0.6476212846200600,0.2695131846917560,0.39666526597343200,1.312400747748800
hP_s35,Experiment 2,highP_SynCom9,yes,27.06.22,day 14,JPG,105.27808522412800,161.97315993359200,142.77711676812400,1.3059444723005700,-37.94555893746540,1.5314586817590900,0.3950291613312480,0.8814862710998670,23982000,23262612,717888,759388,1164760,956.0561648202660,1389.9394040599000,969.4040074404840,10406.991990773300,0.71663990979985,0.426776242808174,0.6163398468354000,1.4338081887341900
hP_s36,Experiment 2,highP_SynCom9,yes,27.06.22,day 14,JPG,108.37013473053900,157.09505988024000,142.58551646706600,1.2519746746531000,-31.61723428143710,1.5974764030703400,0.3849890604657480,0.9076384488205110,23982000,23440415,531315,532915,3134115,822.4908927829920,1260.1434058818600,1071.2400657707200,10923.293505963500,0.5266313441065980,0.08241658522965240,0.16952632561345100,1.1763408092613100
hP_s37,Experiment 2,highP_SynCom9,yes,27.06.22,day 14,JPG,110.56326331216400,164.3531998045920,144.88312164142600,1.286792137101110,-36.63000732779680,1.5542525807669300,0.39150395991759900,0.881535143907666,23982000,23160401,813429,835049,1380274,1017.6885425484500,1535.218779154810,1149.4489817159300,11946.388960393000,0.6628864032821870,0.3558082955404380,0.5893242935822890,1.3356128054182800
hP_s38,Experiment 2,highP_SynCom9,yes,27.06.22,day 14,JPG,102.38471053933700,152.15141019297400,133.54057397328100,1.2898270781556400,-34.188767936665000,1.5505954510273200,0.3920653114931350,0.8776821312658940,23982000,23580417,401583,404763,625125,715.0603863264840,860.8714032313330,742.5719820093380,5797.345237791560,0.5059176647591380,0.45983909530614500,0.6424043191361730,1.1593103754088400
hP_s39,Experiment 2,highP_SynCom9,yes,27.06.22,day 14,JPG,112.28767503119400,167.8573409122420,148.8725911548590,1.2854738078162200,-37.277207819215300,1.5558465585523100,0.39125979478456000,0.8868994965951000,23982000,23265224,716776,717676,2154120,955.3154180254240,1365.495642366500,1022.7350113163900,9636.666088965480,0.6625875671779220,0.15677292426944900,0.33274655079568500,1.3351411922516700
hP_s40,Experiment 2,highP_SynCom9,yes,27.06.22,day 14,JPG,119.52108748692900,160.17706517950500,157.32554897176700,1.1571537745838000,-21.753746950156900,1.7283787547764300,0.3665180276929480,0.9821977247208130,23982000,23697016,284984,284984,917181,602.3727238320190,799.3966887157350,785.8986183711870,5959.487373415290,0.18299051760033800,0.20450921491321900,0.3107172957137140,1.0171753328343100
hP_s41,Experiment 2,highP_SynCom9,yes,30.06.22,day 17,JPG,60.02040466392320,109.6531207133060,93.26011659807960,1.4307508848547800,-33.01286008230450,1.3978673863990000,0.41703724137211400,0.8505012533287880,23982000,22822929,1158671,1158671,3462606,1214.6051772233800,1660.2855337009900,1509.3236624367300,16421.851947190600,0.41663304284102300,0.207021467736218,0.3346239797424250,1.1000195485046200
hP_s42,Experiment 2,highP_SynCom9,yes,30.06.22,day 17,JPG,67.78340184994860,113.37949640287800,101.95991778006200,1.3358934731571300,-28.50783658787260,1.4971253623040600,0.4004604715068510,0.899280037527789,23982000,23595176,386824,386824,1996084,701.7974163906810,1196.8193372782800,948.4185527828810,8425.813275223100,0.6099378906436290,0.10565895906706900,0.19379144364666000,1.261910507514360
hP_s43,Experiment 2,highP_SynCom9,yes,30.06.22,day 17,JPG,59.33356110894180,97.14252245216710,86.34800859039440,1.3336281679646100,-24.30173760249900,1.4996683843686400,0.40005306553996200,0.888879621516026,23982000,22962050,1017660,1017860,3719521,1138.2991500898100,1609.307370163710,1379.9551852685500,18993.00627612320,0.5145107718836510,0.18060774757296000,0.27359974577371700,1.1662026327692100
hP_s44,Experiment 2,highP_SynCom9,yes,30.06.22,day 17,JPG,64.90322269394060,102.36231184870700,98.90380162099580,1.2497914821028000,-20.45879969123890,1.6002669474390700,0.38457589940328000,0.9662130508265280,23982000,22952310,1029690,1029790,5691947,1145.0074352677100,1966.65681311813,1494.1730745673400,21224.060099992300,0.6502119970017040,0.13008659047782700,0.18090294937742700,1.316217543063140
hP_s45,Experiment 2,highP_SynCom9,yes,30.06.22,day 17,JPG,56.71206743566990,102.26464063886400,86.71310263235730,1.4260347830211300,-30.552055604850600,1.4024903346066300,0.4162347650666970,0.847928493080757,23982000,22621535,1343465,1386675,3640488,1307.881020952450,1729.0070482560100,1551.3193727567000,17072.295598004500,0.44156070725877300,0.25788751319704400,0.36903431627847700,1.1145397128533000
hP_s46,Experiment 2,highP_SynCom9,yes,30.06.22,day 17,JPG,60.65420807316860,107.88118898953500,94.12118547181430,1.394035402121990,-30.493492217043400,1.434683794224750,0.4107309550308240,0.8724522444867070,23982000,22837441,1130018,1130108,2690872,1199.4930611981600,1659.365506544540,1445.9474780542800,16352.923015002500,0.4905984631049120,0.2672613175678470,0.4199449100514630,1.1475973586381100
hP_s47,Experiment 2,highP_SynCom9,yes,30.06.22,day 17,JPG,59.66729055258470,102.26559714795000,93.77691622103390,1.3329352642009600,-25.543493761140800,1.5004479615136600,0.3999283389983630,0.9169937773439540,23982000,22859500,1114890,1156620,4366192,1191.4369626756500,1691.54254137254,1510.673608300430,17050.39610306790,0.44990869404908500,0.16275975516181800,0.25534607731405300,1.1197273402264500
hP_s48,Experiment 2,highP_SynCom9,yes,30.06.22,day 17,JPG,59.0834208552138,102.59039759940000,91.55798949737440,1.362047757774960,-27.26969242310580,1.4683772933683400,0.4051244526866490,0.8924615913362050,23982000,23319733,662267,664267,1580382,918.2725813031350,1163.841154757240,1077.9253697641800,10286.666088965500,0.3770838745544110,0.2757291699193340,0.419055013281599,1.0797047619464200
hP_s49,Experiment 2,highP_SynCom9,yes,30.06.22,day 17,JPG,61.70204308033650,109.09771655727100,96.9101414440233,1.3756536660084300,-29.791624295091100,1.4538543017176400,0.4075221578151670,0.8882875325181550,23982000,22908028,1073972,1130032,3550494,1169.368898311530,1544.5302624156900,1482.8502066291800,14986.454977570900,0.27977535748410300,0.2262458804901870,0.3024852316325560,1.0415956079115500
hP_s50,Experiment 2,highP_SynCom9,yes,30.06.22,day 17,JPG,61.25870415192700,109.89303667845800,97.12930552969650,1.3876433815836800,-30.699031837646600,1.441292501044080,0.40961908479722400,0.8838531399754840,23982000,22914867,1067033,1125183,3433928,1165.5850939066600,1653.0529222959800,1499.3517502248700,16316.253967444200,0.42108794957615500,0.1869621827676660,0.31073249060551100,1.1025117501934100
hP_s51,Experiment 2,highP_SynCom9,yes,04.07.22,day 21,JPG,105.18024149286500,169.80548847420400,143.0152579582880,1.3683204477897800,-45.707738748627900,1.4616459201721100,0.4062322659020290,0.8422298904667830,23982000,22155179,1809990,1870762,3622439,1518.0747160713800,1973.25460378297,1729.5435130439900,16474.964645562800,0.48141491253762300,0.33646526599678100,0.49966058779733800,1.1409106442832700
hP_s52,Experiment 2,highP_SynCom9,yes,04.07.22,day 21,JPG,107.94020820842600,169.39761268872300,147.79446230991400,1.324791920824630,-41.53027742955250,1.5096710423438300,0.3984585960182580,0.8724707507035210,23982000,22092960,1822258,1863629,4151424,1523.210736014560,1886.9616955045900,1809.0815629416900,20616.386001800100,0.2843274431101920,0.29477217434065800,0.4389476960194860,1.0430495419102400
hP_s53,Experiment 2,highP_SynCom9,yes,04.07.22,day 21,JPG,98.77357779731260,162.0586462388550,138.4058771819670,1.3665487700274300,-43.468918749215100,1.463540887721010,0.4059197900811320,0.8540480893439850,23982000,21572095,2373633,2388833,3836585,1738.4485613006700,2212.492701987090,1968.9576934397500,20039.0306627408,0.45610236903326600,0.4862120966314670,0.6186838034345650,1.1236872734029600
hP_s54,Experiment 2,highP_SynCom9,yes,04.07.22,day 21,JPG,100.38909925415900,159.33866896156100,138.73178427997700,1.3327039161664300,-39.778227194492200,1.50070842873567,0.39988668351295500,0.8706724185919070,23982000,22206859,1730931,1767621,3046530,1484.5503691043900,1802.374390373710,1785.0795049038400,18159.047906683500,0.13819966854312500,0.41399146009917500,0.5681647645025650,1.009688579932920
hP_s55,Experiment 2,highP_SynCom9,yes,04.07.22,day 21,JPG,106.74534273017000,171.378058086816,144.813754096153,1.3625272172537300,-45.59850967365440,1.467860586323660,0.4052092754111730,0.8449958863624990,23982000,21713424,2213175,2340096,4158334,1678.6607547146800,2115.433344639530,1932.9046730000500,20460.08448661000,0.4063540423561580,0.3670314413112050,0.532226367578939,1.0944323194977700
hP_s56,Experiment 2,highP_SynCom9,yes,04.07.22,day 21,JPG,111.10330971766900,171.49222797927500,150.4822882520880,1.3111748453299900,-40.6994289943957,1.5253495802816900,0.3959847808034790,0.8774875108058810,23982000,23034931,939789,1008860,1560442,1093.8814005673200,1307.526046099860,1259.4138173234600,10625.134126397000,0.26877275087179900,0.34496480568982000,0.6022582063287200,1.0382020810909100
hP_s57,Experiment 2,highP_SynCom9,yes,04.07.22,day 21,JPG,94.52466005145170,153.3090040426310,126.36244027930900,1.3881209342968700,-42.865453877251000,1.440796655813760,0.4097022984762340,0.8242336519528290,23982000,22629989,1352011,1397162,3010778,1312.0342488353500,1779.3082485681300,1542.638650846170,15279.668181006500,0.4983292591012980,0.25355337536433900,0.4490570211420440,1.1534186879034500
hP_s58,Experiment 2,highP_SynCom9,yes,04.07.22,day 21,JPG,99.10576660289700,160.06727703379800,139.9279857884670,1.3392859831085600,-40.550400838116100,1.4933330335899500,0.40106956693233300,0.8741823337128500,23982000,21749328,2181702,2287673,4467991,1666.6821116301100,2057.290348875620,2012.3492793348300,20682.912913734700,0.20787587486242200,0.32149475694505800,0.4882959701575050,1.0223326387731500
hP_s59,Experiment 2,highP_SynCom9,yes,04.07.22,day 21,JPG,100.56596121573700,164.20273168003000,139.79218720865200,1.3663171625877600,-44.023657467835200,1.4637889757690400,0.4058789165122650,0.8513389867414320,23982000,21745484,2131214,2161074,3121092,1647.2844147545400,2183.4802040353300,1833.3920573565600,17965.876333808200,0.5431045672772880,0.4614247782092540,0.6828424154110160,1.190951054507970
hP_s60,Experiment 2,highP_SynCom9,yes,04.07.22,day 21,JPG,99.90171944867010,163.68164845802800,138.79744618079600,1.3714471772566800,-44.33206564329510,1.4583135487584900,0.40678293479081500,0.8479719473034680,23982000,21784773,2154885,2236896,3138376,1656.4071952139800,2078.3201376487900,1772.8605437282700,19441.69971029910,0.5218688640201350,0.5289187979181820,0.6866242285819160,1.172297587083840
