file,Assays,treatment,SynCom9,date,day,format,plant_region_red_channel,plant_region_green_channel,plant_region_blue_channel,plant_region_chroma_ratio,plant_region_chroma_difference,plant_region_chroma_base,plant_region_green_strength,plant_region_blue_green_ratio,total_area,class_background_area,plant_region_area,plant_region_filled_area,plant_region_convex_area,plant_region_equivalent_diameter,plant_region_major_axis_length,plant_region_minor_axis_length,plant_region_perimeter,plant_region_eccentricity,plant_region_extent,plant_region_solidity,plant_region_aspect_ratio
hP_c11,Experiment 4,highP_control,no,18.11.22,day 04,jpg,90.94470774091630,141.0,125.26856240126400,1.3042677714210600,-32.89336492891000,1.53342744781688,0.3947221779971340,0.8884295205763390,23982000,23919238,62762,62762,103374,282.68544410115700,351.4439667030020,308.1898851763790,1878.4680374315400,0.480627839281447,0.3961697239019830,0.6071352564474630,1.1403488031473500
hP_c12,Experiment 4,highP_control,no,18.11.22,day 04,jpg,109.49064171123000,159.87700534759400,142.71524064171100,1.2678293135436000,-33.774064171123,1.577499414656990,0.38797293000863000,0.8926564538247990,23982000,23907730,74270,74360,139876,307.5117899975230,416.8337116448170,340.3095965343590,2437.338095116620,0.5774646009869800,0.36024718185522200,0.5309702879693440,1.224866168599900
hP_c13,Experiment 4,highP_control,no,18.11.22,day 04,jpg,92.86326194398680,147.74629324547000,122.50741350906100,1.3720186644228600,-40.06095551894570,1.4577061171695500,0.4068834727691780,0.8291741932606320,23982000,23921630,60370,60370,91597,277.2462286770770,368.86585125092200,255.60389891851500,1705.7401153701800,0.7209900535378250,0.5060309636968680,0.659082721049816,1.4431151199634600
hP_c14,Experiment 4,highP_control,no,18.11.22,day 04,jpg,107.88809523809500,160.41904761904800,143.67380952381000,1.2753842659195900,-34.63809523809530,1.5681548325813300,0.38938462249757300,0.8956156494894320,23982000,23940249,41751,41751,199747,230.56240854102300,453.77221991708300,254.23566517564800,1476.3259018078000,0.8283089941722050,0.1420522399485560,0.20901940955308500,1.7848487921770500
hP_c15,Experiment 4,highP_control,no,18.11.22,day 04,jpg,111.20881670533600,157.11948955916500,140.88283062645000,1.2465267391614500,-31.07366589327140,1.6044581613591600,0.3839570221693030,0.8966604399093310,23982000,23896300,85700,85700,117746,330.32806266468400,372.84581084678000,363.55070002129200,2113.4386001800100,0.22189825106920800,0.5151354860426540,0.7278378883359100,1.0255675778507500
hP_c16,Experiment 4,highP_control,no,18.11.22,day 04,jpg,86.44483362521890,140.38704028021000,119.61646234676000,1.3625755347991300,-37.356392294220700,1.4678085353226600,0.40521782208247800,0.8520477538952860,23982000,23925239,56761,56761,70858,268.83145239854800,349.54488648703200,245.74310858134600,1466.5685424949200,0.711152932241067,0.6568723889319650,0.8010528098450420,1.4223995476614800
hP_c17,Experiment 4,highP_control,no,18.11.22,day 04,jpg,99.36089030206680,148.31160572337000,128.63275039745600,1.3010152850608100,-34.31478537360890,1.5372609553211600,0.39412579849258100,0.8673141240030870,23982000,23919479,62521,62521,207640,282.1421797186430,460.08013601429300,272.5032241348030,1545.7401153701800,0.805721092287238,0.16777224986180200,0.30110287035253300,1.6883474956123800
hP_c18,Experiment 4,highP_control,no,18.11.22,day 04,jpg,91.13636363636360,140.4943181818180,120.11647727272700,1.3301058350479400,-34.867897727272700,1.5036397460266100,0.3994184872592170,0.854956120839568,23982000,23912070,69930,69930,164563,298.3917582027530,397.1658115351060,316.142919443055,1739.0538238691600,0.6053001529066220,0.2535790435577220,0.42494363860649100,1.256285645222700
hP_c19,Experiment 4,highP_control,no,18.11.22,day 04,jpg,106.18088737201400,153.35153583617700,135.67235494880500,1.2681371096340800,-32.42491467576790,1.5771165316478200,0.3880305712681900,0.8847146799608300,23982000,23923849,58151,58151,122081,272.10320241756500,366.682509864469,298.0288823122990,1954.7106781186500,0.5825834063026200,0.35677430042149600,0.47633128824305200,1.2303589740011500
hP_c20,Experiment 4,highP_control,no,18.11.22,day 04,jpg,100.39233038348100,157.85545722713900,133.32153392330400,1.3508437567052500,-40.99852507374630,1.4805561265486900,0.4031354055234970,0.8445798217255620,23982000,23948330,33670,33670,45144,207.0506591905300,248.42438926856200,212.03548446901700,1132.1837661840700,0.5210581061086030,0.5019305019305020,0.7458355484671270,1.171617052167800
hP_c21,Experiment 4,highP_control,no,21.11.22,day 07,jpg,110.00271370420600,157.2998643147900,133.31750339213000,1.29294528988942,-35.63975576662150,1.5468558612956100,0.3926409873432300,0.8475373069956010,23982000,23907360,73340,73340,182192,305.5804120209230,382.15149030009600,362.8072003644660,2013.8822509939100,0.3141282062194840,0.21934310717126900,0.4025423728813560,1.0533183738255400
hP_c22,Experiment 4,highP_control,no,21.11.22,day 07,jpg,107.89048106448300,165.72262026612100,143.33879222108500,1.3192938712818400,-40.107983623336700,1.5159624732105900,0.39746220806064400,0.8649319687976730,23982000,23884949,97051,98931,143813,351.5240689570090,514.1626106558400,328.6491221252940,2890.350288425440,0.7690463946695880,0.4759688477798160,0.6748416346227390,1.564472794970130
hP_c23,Experiment 4,highP_control,no,21.11.22,day 07,jpg,109.02182810368300,158.60027285129600,144.84038199181400,1.249498874146210,-31.669167803547100,1.6006416983501600,0.3845204822465150,0.9132416949094230,23982000,23909328,72672,72672,108034,304.18557525792300,463.42177160702600,283.02177797675900,2135.4386001800100,0.7918452401975330,0.49305254016500200,0.6726771201658740,1.6374067568930400
hP_c24,Experiment 4,highP_control,no,21.11.22,day 07,jpg,87.75287356321840,144.24329501915700,118.91379310344800,1.3959028550241000,-40.909961685823700,1.4327644597914900,0.4110550020472230,0.8243973703433160,23982000,23929990,52010,52010,93118,257.33477946378700,410.7558705796000,303.47187850555400,2198.3675323681500,0.6739102209637710,0.3566921789701810,0.5585386284069680,1.3535220218834300
hP_c25,Experiment 4,highP_control,no,21.11.22,day 07,jpg,98.24466750313680,147.3789209535760,127.32245922208300,1.3067411292879500,-34.59535759096610,1.5305250253275600,0.39517491034120800,0.863912277266497,23982000,23902829,79171,79171,99942,317.4959023298220,413.2056333625840,285.6556298933860,1823.8822509939100,0.7225526331936110,0.544388747928571,0.7921694582858060,1.4465166799506200
hP_c26,Experiment 4,highP_control,no,21.11.22,day 07,jpg,89.55478662053060,152.42214532872000,129.95617070357600,1.3887429328064900,-42.66666666666670,1.4401513431706400,0.40981064670383900,0.852606886114264,23982000,23895318,86082,86082,124436,331.06344783121600,429.5311874584130,359.8669632102660,2181.9238815542500,0.5459567657866860,0.4701776233859870,0.6917772991738730,1.1935832720700200
hP_c27,Experiment 4,highP_control,no,21.11.22,day 07,jpg,101.5413612565450,149.3455497382200,127.43769633507900,1.3044472390533900,-34.85602094240840,1.533216476774760,0.3947550512039860,0.853307624890447,23982000,23884018,94592,95492,138709,347.04218045590400,636.2360810916480,250.42058957182600,2685.3797256769700,0.9192831067424890,0.5130218784913930,0.6819456560136690,2.540670007124800
hP_c28,Experiment 4,highP_control,no,21.11.22,day 07,jpg,135.7209756097560,175.87317073170700,164.82048780487800,1.1703754199737100,-25.602439024390300,1.7088533865867900,0.3691598832744590,0.937155378044045,23982000,23879980,102020,102120,133737,360.4107356251770,662.6377333552330,230.2443034757290,2312.1665222413700,0.937692458786148,0.5174950036014650,0.7628405003850840,2.87797666805287
hP_c29,Experiment 4,highP_control,no,21.11.22,day 07,jpg,110.01939655172400,164.45689655172400,142.83297413793100,1.3008135625002700,-38.03071120689650,1.5374993447607100,0.3940887717132800,0.8685131309954400,23982000,23885329,92271,92271,129457,342.75805757452000,475.7244646607640,334.85689517548900,2284.651803615610,0.7103106574726650,0.46954623405305600,0.7127540418826330,1.4206799128668100
hP_c30,Experiment 4,highP_control,no,21.11.22,day 07,jpg,109.97300469483600,169.1161971830990,145.5856807511740,1.3235018554579900,-41.3368544600939,1.5111425735840200,0.3982250990125010,0.8608618404158600,23982000,23897409,84591,84591,131532,328.1837996134060,489.2192454241280,331.3044591262170,2867.3797256769700,0.7357892375792600,0.41185148399158700,0.6431210655962050,1.476645520299960
hP_c31,Experiment 4,highP_control,no,21.11.22,day 07,jpg,93.51789077212810,149.6638418079100,124.5677966101700,1.3725232829750400,-40.620998116760800,1.457170180504960,0.4069722186659840,0.8323172458051,23982000,23876569,105431,105431,204027,366.3862967428950,447.74689093463400,401.07396349583400,2508.267027304760,0.44453704937043400,0.2921481259802370,0.5167502340376520,1.1163698760996300
hP_c32,Experiment 4,highP_control,no,21.11.22,day 07,jpg,77.66059225512530,138.39521640091100,110.94305239180000,1.4675773276809500,-44.09339407744880,1.3627902000641900,0.4232284355897670,0.801639357753619,23982000,23890910,87310,87310,171477,333.4164732745330,518.399587518907,346.5788503586830,2676.651803615610,0.7436623290724520,0.30225505604752400,0.5091644943636760,1.4957623264731900
hP_c33,Experiment 4,highP_control,no,21.11.22,day 07,jpg,119.8632911392410,169.42447257384000,159.8759493670890,1.2113028709678400,-29.55485232067510,1.6511147194772100,0.37719982189122200,0.9436414169588780,23982000,23864239,117761,117761,175782,387.2182356598890,590.6776526397290,364.42942217315700,2846.9949493661200,0.7869879565339760,0.5375692726260150,0.6699263860918640,1.620828661740360
hP_c34,Experiment 4,highP_control,no,21.11.22,day 07,jpg,95.80229591836740,152.69770408163300,137.64285714285700,1.3082105332175000,-35.97512755102040,1.528805914045860,0.3954435547804030,0.9014075095017330,23982000,23904209,77791,77791,154622,314.7166621335660,382.07999784588900,341.11285147873200,1909.4386001800100,0.4504956645129780,0.2993665625048100,0.5031043447892280,1.1200985134085800
hP_c35,Experiment 4,highP_control,no,21.11.22,day 07,jpg,111.06497175141200,164.61581920904000,144.4632768361580,1.288435389190440,-36.85169491525420,1.5522703092288200,0.3918080292608800,0.8775783368225970,23982000,23909679,70421,70421,132425,299.4374759107400,432.37272643057400,243.2916163439420,1794.953318805770,0.8266682928949790,0.3516970314435260,0.5317802529733810,1.7771788971936000
hP_c36,Experiment 4,highP_control,no,21.11.22,day 07,jpg,93.48958333333330,150.59848484848500,124.30113636363600,1.3829651241157100,-41.703125,1.4461680668041700,0.40880265488318000,0.8253810553850800,23982000,23877179,104821,104821,142731,365.3248449239180,436.34134579033800,378.034099580086,2627.5807358037400,0.49939850030002700,0.6138103073706890,0.7343954712010710,1.154238060204140
hP_c37,Experiment 4,highP_control,no,21.11.22,day 07,jpg,96.17146144994250,155.4626006904490,131.90218642117400,1.3632666653212000,-41.42577675489070,1.467064405575250,0.40534004614558400,0.8484496324862880,23982000,23895650,86350,86350,119613,331.5783990067530,428.6733946742060,338.23776365439000,2132.8528137423900,0.6143498899396310,0.6190762965830720,0.7219114979141060,1.2673729569481900
hP_c38,Experiment 4,highP_control,no,21.11.22,day 07,jpg,97.34254992319510,150.08909370199700,127.71121351766500,1.3338065661047000,-37.562211981566800,1.4994678020223500,0.4000851698073030,0.8509026896467030,23982000,23917399,64601,64601,80381,286.7970498966760,384.5093208432390,241.124826540354,1606.3259018078000,0.7789407867501780,0.5968256021285840,0.8036849504236080,1.5946484082960600
hP_c39,Experiment 4,highP_control,no,21.11.22,day 07,jpg,122.22866611433300,176.10024855012400,155.7539353769680,1.2669875568139500,-37.1089478044739,1.5785474681608800,0.38781523797707600,0.8844617577733560,23982000,23861918,119782,119782,170570,390.5267969646480,524.4098422767660,376.11422087743400,2423.5807358037400,0.6968527064965530,0.45731586261663700,0.7022454124406400,1.3942834733910700
hP_c40,Experiment 4,highP_control,no,21.11.22,day 07,jpg,99.15322580645160,157.90483870967700,138.59516129032300,1.328335730373670,-39.03064516129030,1.5056434561444700,0.39909908073622600,0.8777132000694580,23982000,23920429,61571,61571,124487,279.9904141375000,395.3008375037030,282.1629447246100,1888.1248916810300,0.7003567997626290,0.4074824124261260,0.49459782949223600,1.4009665156050700
hP_c41,Experiment 4,highP_control,no,28.11.22,day 14,jpg,65.05400421496310,137.19309799789300,108.92571127502600,1.5771160173645200,-50.203240252897800,1.2681375231621500,0.44089037361625200,0.7939591194062810,23982000,23604836,377164,385264,610658,692.9791624937170,889.3890305838030,781.2502225652650,7412.298556597340,0.4779036649330360,0.41950039985362800,0.6176354031225330,1.1384176348308200
hP_c42,Experiment 4,highP_control,no,28.11.22,day 14,jpg,84.40865182696350,151.16631667366700,131.9554808903820,1.397332494763790,-42.98425031499370,1.4312985688764700,0.4113028374224370,0.872915896834636,23982000,23745786,236214,236214,439903,548.4131707208280,732.6433318499250,532.9320618401740,3969.80613254816,0.6862031331290380,0.34862653419053200,0.5369683771195010,1.3747405801035200
hP_c43,Experiment 4,highP_control,no,28.11.22,day 14,jpg,66.20244150559510,137.42726347914500,111.83901322482200,1.5437670253507200,-48.40653611393690,1.2955322708396600,0.43562881371919100,0.8138051387583190,23982000,23591236,390764,401044,533822,705.362444037738,871.2609185524630,718.849156180902,5699.688383542070,0.5650340284237370,0.5106851234225850,0.7320117941935700,1.2120218978642100
hP_c44,Experiment 4,highP_control,no,28.11.22,day 14,jpg,74.98591549295770,140.73835319610000,105.6679306608880,1.5580997160309100,-50.4114301191766,1.2836148928226400,0.43790220634091300,0.7508111915566800,23982000,23798479,183521,184821,297416,483.39031277978900,736.2414579277910,477.5462289518210,4505.605122421380,0.7611062782200110,0.40238420992624200,0.6170515372407670,1.5417176668817700
hP_c45,Experiment 4,highP_control,no,28.11.22,day 14,jpg,59.84562476117690,130.6484524264430,97.77416889568210,1.6577670785544400,-51.838555598013,1.2064421026770400,0.4532183277262140,0.7483760203798110,23982000,23718706,259894,271514,352099,575.2454417371770,817.4584663031610,560.7919018661080,4703.303607231220,0.7275837840451800,0.48560255157427400,0.7381276288771060,1.4576859323092200
hP_c46,Experiment 4,highP_control,no,28.11.22,day 14,jpg,64.91394927536230,134.63722826087000,107.81023550724600,1.558985250737460,-48.27513586956520,1.282885773969910,0.4380420656181210,0.8007461004645470,23982000,23762627,219373,220073,448150,528.5020138534830,695.1980005699650,523.104481771143,3577.4213562373100,0.6586448608122880,0.3297374401770040,0.48950797723976300,1.328984982533780
hP_c47,Experiment 4,highP_control,no,28.11.22,day 14,jpg,64.74660457896780,135.70779976717100,107.4152114862240,1.576514500936530,-49.626891734575100,1.2686213788784700,0.4407963397111100,0.7915183332904420,23982000,23725568,256432,256432,396856,571.401227628649,723.0291338927150,685.7706436584220,4728.433549546130,0.3168702498873550,0.446896686336497,0.6461588082327090,1.0543308328795300
hP_c48,Experiment 4,highP_control,no,28.11.22,day 14,jpg,67.7547619047619,138.88537414966000,115.11224489795900,1.5189768409070200,-47.451870748299300,1.3166757689378300,0.43165298027806900,0.8288291377169540,23982000,23685657,292083,293083,457397,609.8291776759130,736.2117001655150,714.0129880838540,5632.274169979700,0.24371307040224600,0.4894677043114540,0.6385765538470960,1.0310900676208100
hP_c49,Experiment 4,highP_control,no,28.11.22,day 14,jpg,75.55199252801990,139.8854296388540,120.74128268991300,1.4252697091487000,-41.73879202988790,1.4032431806851400,0.4161043743042730,0.863144095862118,23982000,23663346,318654,328805,468364,636.9637932316390,805.2241525009550,677.5361672583760,5878.658946290550,0.5403730755732900,0.4616842388934210,0.6803554500345890,1.1884592903125200
hP_c50,Experiment 4,highP_control,no,28.11.22,day 14,jpg,68.70459451125500,140.0209682392850,114.94634597594800,1.5248598005305800,-48.195497995683,1.311595990204540,0.43260154639371700,0.8209223762794880,23982000,23660345,321655,323255,471541,639.9561436237560,798.4457791238390,744.0343848458540,5828.658946290550,0.3628350988271520,0.4499243959720750,0.682135805794194,1.073130214659710
hP_c51,Experiment 4,highP_control,no,28.11.22,day 14,jpg,55.894836750189800,127.56719817767700,96.80144267274110,1.670861905211810,-51.21905846621110,1.196987012368610,0.4551688263836770,0.7588270657000350,23982000,23719858,262142,265742,419182,577.7279296831380,843.4762567032240,603.7246411281770,4989.161471607490,0.6983486868115590,0.45319101853964800,0.6253655929882490,1.3971208051522000
hP_c52,Experiment 4,highP_control,no,28.11.22,day 14,jpg,75.38447587957930,149.30431628581800,122.52085600290200,1.5088458190148900,-50.351650344577400,1.3255164807400800,0.4300120030462040,0.8206116142573950,23982000,23707629,274371,276511,424251,591.0499193202990,759.8350893187820,716.3049038706800,4994.717820793590,0.3336104811745230,0.4364628140191910,0.6467185699031940,1.0607704696880900
hP_c53,Experiment 4,highP_control,no,28.11.22,day 14,jpg,80.23641430562010,148.91732466326100,123.84161634928000,1.4594155400792000,-46.878309335810500,1.3704116100418300,0.42186766035218500,0.8316132231714280,23982000,23768087,213913,213913,296884,521.8835988349630,673.2039699801820,541.3721800356880,4013.220346110530,0.5943958661829020,0.49693586455545600,0.7205272092803920,1.2435141568150100
hP_c54,Experiment 4,highP_control,no,28.11.22,day 14,jpg,71.83232134516580,145.79518916394200,114.79215319944000,1.562444470584110,-52.4829518916394,1.2800454913142000,0.43858774038039300,0.7873521332062570,23982000,23552625,425785,425785,664067,736.2922650381850,956.633433469882,854.4895019360050,6776.901586977670,0.4496086884226120,0.44200113774145900,0.6411777727247400,1.1195379595682
hP_c55,Experiment 4,highP_control,no,28.11.22,day 14,jpg,59.86661277283750,131.4060900026950,98.0328752357855,1.6644270562234900,-52.4563459983832,1.2016146892840700,0.45421208573294100,0.7460299232233090,23982000,23613117,368883,369283,586441,685.329426612152,947.9312841995240,814.5435166364850,7433.813275223100,0.5114964264185450,0.4344778605131060,0.629019799093174,1.163757693528570
hP_c56,Experiment 4,highP_control,no,28.11.22,day 14,jpg,63.12662234884460,137.54795821462500,104.80500158277900,1.6381424176619600,-53.58214624881290,1.2208950689736100,0.4502689091304750,0.7619524342138570,23982000,23668216,313784,314084,515498,632.0776829671950,874.2437796463860,741.0496110043570,6540.700576850890,0.5305615372048230,0.4590646483177740,0.6087007127088760,1.179737181781270
hP_c57,Experiment 4,highP_control,no,28.11.22,day 14,jpg,63.116763565891500,131.50872093023300,104.84011627907000,1.5659819478859900,-47.53028100775190,1.2771539306056000,0.4391446649959470,0.797210371582042,23982000,23776887,205113,211363,279657,511.0361853521370,687.9780632220330,490.70243010943700,3332.350288425440,0.7009066499201220,0.5070227218794490,0.7334448985721800,1.4020270147604500
hP_c58,Experiment 4,highP_control,no,28.11.22,day 14,jpg,69.5760661998727,140.92297899427100,116.08179503501000,1.518093314842020,-48.094048376830000,1.3174420705542300,0.4315102468821780,0.8237251005013780,23982000,23669936,311864,317304,435182,630.1409186676320,760.2137234109750,727.0463873622670,5222.232539419350,0.2921548197044280,0.5742971000081030,0.7166289046881530,1.0456192845810600
hP_c59,Experiment 4,highP_control,no,28.11.22,day 14,jpg,71.49183238636360,142.87144886363600,109.54225852272700,1.5783927562613800,-52.35440340909090,1.2671117452016500,0.4410898589875430,0.7667190288472530,23982000,23702536,279464,279464,416524,596.5103654840100,791.1724979766090,671.6824837930690,5091.788888605460,0.5284394861200300,0.5201614104053130,0.6709433309965330,1.177896576234600
hP_c60,Experiment 4,highP_control,no,28.11.22,day 14,jpg,71.22781335773100,145.45623665751800,115.69045440683100,1.5563619157944500,-51.99710277523640,1.2850481496002700,0.4376275397850730,0.7953626263494570,23982000,23656326,325674,326874,484685,643.9417795826570,940.2208409532680,647.1961517344350,6210.801081914280,0.7253836224295300,0.5080432300214030,0.6719291911241320,1.452760246539710
hP_c61,Experiment 4,highP_control,no,01.12.22,day 17,jpg,89.74768089053800,131.69294990723600,105.0693413729130,1.3519655354258300,-34.28443877551020,1.4793276511816300,0.4033351539976600,0.7978357341598280,23982000,23553307,428693,438293,627400,738.8023281982480,971.5246090243010,796.2171118225340,7597.511760032930,0.5730016134298440,0.4429703782617550,0.6832849856550840,1.2201754956013100
hP_c62,Experiment 4,highP_control,no,01.12.22,day 17,jpg,93.14505776636710,134.26880616174600,109.78536585365900,1.3232989294218000,-32.803594351733,1.5113743051797700,0.39818835365858300,0.8176535488176340,23982000,23595167,386833,395333,526425,701.8055804911620,855.6683354284810,767.1015680958370,6239.487373415290,0.44305578138244700,0.5273444582434170,0.7348302227287840,1.1154563763342200
hP_c63,Experiment 4,highP_control,no,01.12.22,day 17,jpg,82.29246794871790,106.1738782051280,89.42067307692310,1.2366424325005400,-20.317307692307700,1.6172823667031400,0.38207570292067800,0.842209727934795,23982000,23858297,123703,123703,213890,396.86717098088900,682.4699391464000,410.523732147387,3493.3208511739200,0.7988528700923990,0.39178258335867000,0.5783486839029410,1.6624372373711600
hP_c64,Experiment 4,highP_control,no,01.12.22,day 17,jpg,69.99573055028460,95.0668880455408,87.85388994307400,1.2045247590511700,-16.142077798861500,1.660405886198170,0.37588249416672300,0.9241271251141460,23982000,23772557,209443,209443,336725,516.4020816843850,726.1290396831420,613.7921547021230,5104.132034355970,0.5343022601033740,0.44397597001763700,0.6220001484891230,1.183021050563180
hP_c65,Experiment 4,highP_control,no,01.12.22,day 17,jpg,80.63981042654030,105.23324306025700,92.98341232227490,1.212202393138400,-18.42163168584970,1.6498894997410400,0.3773742263961290,0.8835935263254400,23982000,23688607,293393,293393,494889,611.1951977465820,888.958601636086,739.5259326372190,5955.487373415290,0.5549234266151960,0.4138480179535900,0.5928460725536430,1.2020654887192100
hP_c66,Experiment 4,highP_control,no,01.12.22,day 17,jpg,65.17178770949720,87.64046288906620,74.97106943335990,1.2507303572343800,-17.569034317637700,1.5990656886448400,0.3847536460386280,0.8554389942948730,23982000,23483787,498213,498213,749491,796.4574648411170,1040.5060686362300,942.0550912526880,6839.0437226014000,0.42459873439906800,0.43469076860256900,0.6647351335773210,1.1045066029552700
hP_c67,Experiment 4,highP_control,no,01.12.22,day 17,jpg,78.82763713080170,104.03924050632900,93.6451476793249,1.20644240331441,-17.80284810126580,1.6577666654499900,0.37625575374980800,0.9000944953421500,23982000,23510955,471045,479045,721964,774.4372933619450,998.9457919179610,894.0200637768890,7422.541197284450,0.44613928234414800,0.46184549949554800,0.6524494296114490,1.1173639523231700
hP_c68,Experiment 4,highP_control,no,01.12.22,day 17,jpg,72.12270555695250,93.9630374654262,87.14709580085490,1.1799228311252000,-14.328136786522500,1.6950261044552900,0.371053919792038,0.9274614587988470,23982000,23586946,395054,405394,554860,709.2237835167440,861.1334225931440,779.9028605999670,5918.658946290550,0.42398293323600200,0.5316876149869650,0.7119886097393940,1.104154717333240
hP_c69,Experiment 4,highP_control,no,01.12.22,day 17,jpg,71.23978427712090,94.72163451566070,85.33042937149970,1.2099572748650400,-16.43652769135040,1.652950927728490,0.3769387475463860,0.9008546971113730,23982000,23503374,478626,488626,676564,780.6443174317050,1005.6746479197000,831.6885800204420,7236.783837971570,0.5622082892913400,0.5412245756435030,0.7074363992172210,1.2091961727970100
hP_c70,Experiment 4,highP_control,no,01.12.22,day 17,jpg,63.5444158811768,85.41788060554130,75.01542416452440,1.2329384990249400,-16.137960582690700,1.6221409272090100,0.3813677554945130,0.878216874882962,23982000,23633887,348113,359453,521734,665.7561397662000,854.031943904637,797.1641440248610,5903.830519165800,0.3588049480885410,0.4790154748832440,0.6672231443609200,1.0713376289011800
hP_c71,Experiment 4,highP_control,no,01.12.22,day 17,jpg,78.50401536312850,104.41428072625700,92.9258030726257,1.2181577473394800,-18.699371508379900,1.6418234866281500,0.37852642504754600,0.8899721611476630,23982000,23412993,569007,569007,831044,851.165209363682,1124.443517221970,976.3912920506340,8185.269119345810,0.4959818417615240,0.49515080158620300,0.6846893786610580,1.1516320622446300
hP_c72,Experiment 4,highP_control,no,01.12.22,day 17,jpg,82.90620782726050,107.84311740890700,101.027665317139,1.1726292233757700,-15.87618083670720,1.7055689557543200,0.369608025651373,0.9368021598826210,23982000,23687357,294643,294643,465228,612.4958115607020,859.3086289703680,738.0393713473980,5281.303607231220,0.5121839413455920,0.5216037416862730,0.6333303240561620,1.1643127214224000
