file,Assays,treatment,date,day,format,plant_region_red_channel,plant_region_green_channel,plant_region_blue_channel,plant_region_chroma_ratio,plant_region_chroma_difference,plant_region_chroma_base,plant_region_green_strength,plant_region_blue_green_ratio,total_area,class_background_area,plant_region_area,plant_region_filled_area,plant_region_convex_area,plant_region_equivalent_diameter,plant_region_major_axis_length,plant_region_minor_axis_length,plant_region_perimeter,plant_region_eccentricity,plant_region_extent,plant_region_solidity,plant_region_aspect_ratio
hP_c11,Experiment 3,highP_control,27.06.22,day 07,JPG,125.5,164.2089905362780,160.87854889589900,1.1467967218171000,-21.019716088328100,1.7439882430349100,0.3644330483333190,0.9797182746845840,23982000,23841619,126001,126001,377160,400.53646010840900,595.9330580711860,407.33220231912200,3065.6223663640900,0.7299317237661730,0.17677999203093300,0.33407837522536900,1.4630148431139900
hP_c12,Experiment 3,highP_control,27.06.22,day 07,JPG,137.4111111111110,170.45555555555600,172.1,1.1014503159104000,-15.700000000000000,1.8157877582947700,0.35514040326874500,1.0096473502379200,23982000,23973090,8910,8910,813744,106.51086490865800,2301.8783882988600,735.8720644257580,813.4558441227160,0.9475244544875980,0.004842336038556080,0.01094938948858610,3.1280959008753000
hP_c13,Experiment 3,highP_control,27.06.22,day 07,JPG,129.3232,166.896,168.304,1.1215103995871300,-18.08240000000000,1.783309366311960,0.35928453089103000,1.0084363915252600,23982000,23857809,124191,124191,1265180,397.64920759408600,877.4841677447060,532.25515061361,3679.2792206135800,0.7950304504621950,0.0594025450238871,0.09816073602175190,1.6486156437060300
hP_c14,Experiment 3,highP_control,27.06.22,day 07,JPG,127.87692307692300,172.2008547008550,164.06837606837600,1.1796789001569200,-26.228205128205100,1.6953765975927500,0.37100566981738400,0.9527732969351040,23982000,23863040,116160,116160,558098,384.57704756841200,528.2517265361380,459.8231114067910,3057.965512114590,0.49223543008412800,0.11783574208823700,0.20813548874928800,1.1488150843919000
hP_c15,Experiment 3,highP_control,27.06.22,day 07,JPG,115.50042194092800,158.11476793248900,150.71645569620300,1.1878643408026800,-25.006329113924100,1.683693946607180,0.37262073093850200,0.9532092268607970,23982000,23864209,117791,119461,164541,387.26755507517000,429.7811616393150,419.8794714831100,2214.3675323681500,0.2134175053669100,0.48873702860035400,0.7158762861536030,1.0235822202053100
hP_c16,Experiment 3,highP_control,27.06.22,day 07,JPG,129.3884892086330,167.42026378896900,163.81354916067100,1.1420129595285700,-20.819244604316600,1.7512936112613100,0.36346538802943600,0.9784571201438100,23982000,23816546,165454,167974,1311218,458.9799294463880,894.3356544115100,515.3763198982930,5270.433549546130,0.817261337014467,0.07663132308920750,0.12618344165501100,1.7353060664254100
hP_c17,Experiment 3,highP_control,27.06.22,day 07,JPG,130.8922033898310,163.29762711864400,172.79661016949200,1.0754273442261400,-11.453220338983000,1.8597258203799700,0.349683872794187,1.0581697555467000,23982000,23835458,146542,146542,490059,431.9526239815890,675.2700963085020,440.18368397265500,4390.977705423410,0.7583366332478020,0.16824414930746900,0.2990293005536070,1.534064348351560
hP_c18,Experiment 3,highP_control,27.06.22,day 07,JPG,122.40600978336800,165.80363382250200,164.81970649895200,1.15451802831979,-22.190775681341700,1.732324615935770,0.3659887240951130,0.99406570712073,23982000,23839609,142391,145041,653157,425.7908547801190,568.0428646125040,537.0735114812200,3319.8650070512100,0.3256784072743850,0.07903076844519340,0.21800424706464100,1.0576631549857500
hP_c19,Experiment 3,highP_control,27.06.22,day 07,JPG,123.89057239057200,165.0527497194160,158.91414141414100,1.167256001492190,-23.650392817059500,1.7134201901238900,0.3685385712245110,0.9628082033428080,23982000,23805009,176991,179631,495845,474.71248167940700,648.1190862093180,580.5279044859060,4314.877200360030,0.44463512655494100,0.2099888593465810,0.3569482398733480,1.1164305474398700
hP_c20,Experiment 3,highP_control,27.06.22,day 07,JPG,134.5221637866270,172.11870773854200,169.01051840721300,1.1341032965183300,-20.352366641622800,1.7635077916975900,0.36185893993290100,0.9819415950063300,23982000,23849469,132251,132251,645421,410.3500981244800,595.433772456207,436.32076505541500,3257.7228714274700,0.6804677892527750,0.12680935687766600,0.20490656486231500,1.364669802915710
hP_c21,Experiment 3,highP_control,30.06.22,day 10,JPG,71.77702191987910,96.63567649281940,100.72260015117200,1.1204160952076300,-10.385865457294000,1.7850511149872100,0.3590598372211890,1.0422920789368700,23982000,23719017,262983,266743,640028,578.6539165970340,821.0706578451390,779.5933218514790,6194.274169979700,0.313815926766019,0.29240866919881500,0.4108929609329590,1.0532038113091500
hP_c22,Experiment 3,highP_control,30.06.22,day 10,JPG,76.63083451202260,98.65558698727020,108.25106082036800,1.0672282086886000,-6.214639321074960,1.874013433788060,0.34794548565556400,1.0972623459666400,23982000,23700177,280953,281543,1837372,598.0973748579560,1432.6472587080500,837.5165626258200,10515.595021153600,0.8113262014850500,0.1052558820157660,0.1529102435434960,1.7105897634028300
hP_c23,Experiment 3,highP_control,30.06.22,day 10,JPG,73.58689320388350,102.74271844660200,111.36601941747600,1.1110148738986300,-10.266262135922300,1.8001559177888000,0.35712297077716600,1.0839310181904100,23982000,23777289,204711,204711,942653,510.5351510349510,888.14431239098,633.1729328660220,7029.97265478953,0.7012487047161050,0.12268833025180600,0.21716474673076900,1.4026883751502800
hP_c24,Experiment 3,highP_control,30.06.22,day 10,JPG,67.17798507462690,101.03246268656700,100.64589552238800,1.204029633055260,-17.120522388059700,1.6610886851056400,0.37578604786721000,0.9961738321139580,23982000,23715607,266393,269533,748273,582.3934254785460,859.591576545357,632.2855410845970,6267.102597104440,0.6774540743200940,0.24809153551648400,0.35601044003993200,1.3594990248722900
hP_c25,Experiment 3,highP_control,30.06.22,day 10,JPG,87.97070884592850,108.4581136496780,125.81195079086100,1.0146577260657600,-1.5667838312829600,1.9711080383281700,0.33657476843645800,1.160004969266170,23982000,23643374,338626,339326,1875628,656.6216673819780,1166.6774119457600,1108.1947168526700,12481.761543395000,0.3126377341544560,0.11462508525982500,0.18054006444774800,1.0527729416173300
hP_c26,Experiment 3,highP_control,30.06.22,day 10,JPG,82.96666666666670,107.11182795698900,116.68279569892500,1.0729989120717000,-7.287096774193540,1.8639347882827700,0.3491699615826810,1.0893549099524200,23982000,23889489,92511,93891,1181402,343.2035307554320,1271.7485808973900,499.71421030965500,3388.79393923934,0.9195663556711230,0.039033123156167900,0.07830611426085280,2.5449518037706600
hP_c27,Experiment 3,highP_control,30.06.22,day 10,JPG,82.93111062044600,95.70302495032020,114.27202472952100,0.9706034823480940,2.8985427246632900,2.060573690876920,0.32673612890970100,1.1940273025731400,23982000,23531696,450304,450304,2674988,757.1953908684490,1455.0645289624600,1367.3638817377500,16153.9696961967,0.3419248090054400,0.12463903301119700,0.16833869908949100,1.0641384845658300
hP_c28,Experiment 3,highP_control,30.06.22,day 10,JPG,62.12682926829270,100.46780487804900,95.40975609756100,1.2754853692522100,-21.699512195122000,1.568030530348270,0.38940347016216400,0.9496550284279880,23982000,23778170,203830,203830,889683,509.43538982227000,873.1182281200110,603.7951686111720,4772.149278298670,0.7223392760163770,0.17205127014742100,0.22910407414775800,1.4460503718973500
hP_c29,Experiment 3,highP_control,30.06.22,day 10,JPG,71.17582012532250,93.68964246221890,103.90858827865800,1.070222566546810,-6.147438260228530,1.8687701628767000,0.34858142800719700,1.1090723109607400,23982000,23712515,269485,269585,5799615,585.763568953341,2875.2813365786500,1188.6614305555400,10245.269119345800,0.9105463484226070,0.025071224382085500,0.04646601541654060,2.4189237260225200
hP_c31,Experiment 3,highP_control,04.07.22,day 14,JPG,115.86589497459100,168.27357425183500,151.51214003387900,1.258694075199590,-34.58455674760020,1.588948450148900,0.38625720799596600,0.9003917620905160,23982000,23629658,352342,353142,670379,669.787852734787,778.6141245383400,721.1168905127320,5720.516810666810,0.37714459244500900,0.37560350038216800,0.5255862728396920,1.0797335838087600
hP_c32,Experiment 3,highP_control,04.07.22,day 14,JPG,105.59248637797500,159.9268712360200,144.95182104961300,1.2766354412761200,-34.65471752222540,1.566617951637630,0.3896177845097470,0.9063631391606070,23982000,23635615,346385,351835,603399,664.1017088542160,850.3514807454120,732.5461017605240,5411.102597104440,0.5078208124816880,0.42152165685629100,0.5740563043690830,1.1608163345648400
hP_c33,Experiment 3,highP_control,04.07.22,day 14,JPG,102.2060619769280,155.3838498077360,144.34992083239100,1.260434632631940,-32.10585840307620,1.5867542419266600,0.38658484976724500,0.9289892161315490,23982000,23542378,439622,439622,900985,748.1604875530130,1028.6070023835700,811.8116874885570,6146.073159852920,0.6140924914209590,0.38251616215228500,0.48793487127976600,1.2670512364335300
hP_c34,Experiment 3,highP_control,04.07.22,day 14,JPG,109.24194460147000,144.30582249858700,149.8270209157720,1.1140340349950800,-14.771339739966100,1.7952772870254700,0.35774626175427800,1.0382603994876200,23982000,23804287,175592,175592,1270991,472.83261112061300,925.2568116087220,486.2253433015910,4166.492424049180,0.8507916716790910,0.06965012308324520,0.1381536139909720,1.9029382658789400
hP_c35,Experiment 3,highP_control,04.07.22,day 14,JPG,100.15603741496600,152.36840986394600,140.9749149659860,1.2637814296293700,-31.802933673469400,1.5825521352901500,0.3872138673737360,0.9252240349024260,23982000,23512584,467316,480616,1055038,771.3658088659730,939.4275624892890,894.0596101327420,7249.3696244092,0.3070083792713040,0.26830410968342000,0.44293760035183600,1.0507437667940400
hP_c36,Experiment 3,highP_control,04.07.22,day 14,JPG,101.76218051118200,151.2378194888180,135.30750798722000,1.2758933497298400,-32.70297523961660,1.5675291358979900,0.38947951398816400,0.8946671437379770,23982000,23484445,497555,524146,793574,795.9313423158460,1048.2761991551000,819.7163333133890,7948.925973595300,0.6233211004700640,0.44281469074481700,0.6269799665815660,1.278828000069050
hP_c37,Experiment 3,highP_control,04.07.22,day 14,JPG,107.48452478772900,159.01698164886300,147.74116680361500,1.246089142965070,-31.40413585319090,1.6050216080376000,0.3838739751388520,0.9290904988364900,23982000,23619016,362784,365584,855237,679.6402982440060,920.5931268124090,720.9312749649210,6612.943217538010,0.6218755623740350,0.24940601900739200,0.42419118910898400,1.2769499101800000
hP_c41,Experiment 3,highP_control,07.07.22,day 17,JPG,97.56096451319380,150.87336973005800,119.10524719441900,1.392680183411880,-42.54026387625110,1.436079886697510,0.41049556932045300,0.7894385033457000,23982000,23327012,654888,680728,839441,913.1425403366780,1270.7159013633700,868.152067934818,8231.796031280390,0.7302320685075550,0.5038158072894230,0.7801477411753770,1.4637019806750900
hP_c42,Experiment 3,highP_control,07.07.22,day 17,JPG,115.1687707641200,154.1265780730900,147.85847176079700,1.1719438381633700,-22.612956810631200,1.7065664197137000,0.3694718122253880,0.9593314378956760,23982000,23683076,298924,304884,944439,616.9293781871750,1365.8918980772500,549.83838884979,7200.073159852920,0.915398448541326,0.1677907953172780,0.31650958929057400,2.4841697592897600
hP_c43,Experiment 3,highP_control,07.07.22,day 17,JPG,95.66794773251350,153.05918524212100,124.3129900076860,1.3915677132251000,-43.06871637202150,1.4372279415457200,0.4103022056138850,0.8121890222467730,23982000,23334884,646616,672196,971169,907.3571851583430,1184.104460839490,981.8840516651640,9695.6782822743,0.5589211573517300,0.5020326150081210,0.6658120265370910,1.2059514143562900
hP_c44,Experiment 3,highP_control,07.07.22,day 17,JPG,92.11453113815320,144.9311381531850,119.34731567645000,1.3707544915206600,-39.20021474588400,1.4590504808642100,0.4066610294427790,0.8234760121065570,23982000,23287912,693988,714148,1390261,940.0068963426100,1195.1958376032500,1037.7115203098100,8938.322943214980,0.49615221717806300,0.26472026518258,0.49917821186093800,1.151761172745220
hP_c51,Experiment 3,highP_control,11.07.22,day 21,JPG,93.40430031723650,147.6117964986490,121.32957349312700,1.3748347559641100,-40.24485959346730,1.4547202791636600,0.407378391944808,0.8219503885940250,23982000,23130582,846318,866478,1113263,1038.0585460469800,1312.1644569622400,1070.894993348730,10699.335136523800,0.577870265223757,0.5175933978430700,0.7602138937519710,1.2252970320265100
hP_s01,Experiment 3,highP_SynCom9,23.06.22,day 03,JPG,97.36569579288030,138.28802588996800,128.95145631068000,1.2220728707887700,-25.129449838187700,1.6365636189183500,0.3792815742524170,0.9324846130443940,23982000,23951310,30690,30690,46966,197.6757992975420,463.7358202980240,123.70049285159600,1227.4974746830600,0.9637663776796110,0.3227774213565280,0.6534514329514970,3.7488599245467100
hP_s02,Experiment 3,highP_SynCom9,23.06.22,day 03,JPG,85.64147407870080,104.1792629606500,116.45908806995600,1.0309646034929800,-3.128981886321040,1.9399308116145400,0.3401440591898910,1.1178720674376900,23982000,23823087,158913,159413,2874177,449.815868742421,1333.4017960537300,901.4608092786470,6480.96046148071,0.7368457563431570,0.02861417526432190,0.05528991429546620,1.4791567002460400
hP_s03,Experiment 3,highP_SynCom9,23.06.22,day 03,JPG,75.48453608247420,112.57560137457000,108.4278350515460,1.2242308734362900,-20.619415807560100,1.633678780201160,0.3796970258930440,0.9631557258199910,23982000,23924269,57731,57731,691151,271.11877868769200,609.5011005928330,521.2741672653480,1804.5685424949200,0.5182200934762640,0.05767102213697750,0.08352878025207230,1.1692524565150300
hP_s04,Experiment 3,highP_SynCom9,23.06.22,day 03,JPG,102.56818181818200,137.78246753246800,131.3603896103900,1.1779875086745300,-20.818181818181800,1.6978108725876000,0.37067090586704200,0.9533897306595660,23982000,23920729,61271,61271,115533,279.30746525194800,335.68498357262400,297.1151012219260,1710.3259018078000,0.4653990659475640,0.4083045674454560,0.5303333246777980,1.129814614578910
hP_s05,Experiment 3,highP_SynCom9,23.06.22,day 03,JPG,116.84361036639900,130.93476318141200,149.69258266309200,0.9824914334761650,2.333333333333340,2.03564115864479,0.3294197000696990,1.1432608042807600,23982000,23870938,111062,111062,2394106,376.0432559126370,1691.6146399179700,1109.5951004515400,6781.2031021678300,0.754814373044831,0.033409982985461800,0.04638975884944110,1.524533263737
hP_s06,Experiment 3,highP_SynCom9,23.06.22,day 03,JPG,86.0631067961165,114.50121359223300,113.19053398058300,1.1493010932789200,-14.8743932038835,1.7401880253102800,0.3649384607053620,0.9885531378181010,23982000,23900159,81741,81741,661997,322.6079255477100,1716.9738830491700,485.29116913386500,2898.8944443027300,0.959225084836628,0.08229484430215350,0.12347639037639100,3.538028285397370
hP_s07,Experiment 3,highP_SynCom9,23.06.22,day 03,JPG,93.81509846827130,122.39059080962800,122.37746170678300,1.1322368421052600,-14.294310722100700,1.766414875072630,0.36147868094938000,0.9998927278415950,23982000,23890549,90671,90671,2021739,339.7733108422170,1513.650923600080,661.9260515733020,3716.9949493661200,0.8993136008521330,0.02494597208293960,0.04484802439879730,2.286737196704000
hP_s08,Experiment 3,highP_SynCom9,23.06.22,day 03,JPG,83.31726555652940,106.84837861525000,112.46801051709000,1.0914853328916600,-8.955740578439970,1.8323654379316600,0.353061785957342,1.0525944518267000,23982000,23868659,113341,113641,1341912,379.8818806416390,921.3485993270780,514.5562617965850,4253.764501987820,0.8295168930937910,0.04169517688104880,0.08446231943674400,1.7905692102748300
hP_s09,Experiment 3,highP_SynCom9,23.06.22,day 03,JPG,89.94063079777370,131.22634508348800,124.75139146567700,1.2224613071319300,-23.88033395176250,1.6360436018153300,0.3793563958165730,0.9506581272709280,23982000,23928609,53391,53391,147033,260.72884867799900,425.6866762135510,283.87481200050100,1597.1543289325500,0.7451800919211620,0.19623849569231700,0.363122564322295,1.4995577565113400
hP_s10,Experiment 3,highP_SynCom9,23.06.22,day 03,JPG,99.97662771285480,124.9415692821370,131.97746243739600,1.0772956769264500,-8.964524207011680,1.8565005344735400,0.350078702220268,1.0563134687333000,23982000,23862988,119012,119312,712764,389.26955274979000,1193.724871389020,563.6644093261490,3554.592929112560,0.8814970387251790,0.055794808324308600,0.16697251825288600,2.1177935871737800
hP_s11,Experiment 3,highP_SynCom9,27.06.22,day 07,JPG,132.82613116420900,164.72191154041700,165.07880020335500,1.1058689816529300,-15.769445856634500,1.808532505370240,0.35605783379323,1.0021666131700500,23982000,23786258,195742,195842,544894,499.22585566610100,711.8601125398760,515.9043665065510,4452.19090885901,0.6890359392533140,0.18547379951144700,0.35922950151772600,1.3798295939230800
hP_s12,Experiment 3,highP_SynCom9,27.06.22,day 07,JPG,117.54144884242000,156.22628827483200,146.98319641523500,1.1811851264192300,-23.963965646004500,1.6932146835128400,0.37130348580146300,0.9408352335470180,23982000,23716316,265684,265684,1212411,581.617894500691,1033.3934694035100,605.6361141170030,6523.830519165800,0.8102637814729610,0.139129250845718,0.21913690984327900,1.70629433304215
hP_s13,Experiment 3,highP_SynCom9,27.06.22,day 07,JPG,118.6238956668070,149.87042490534300,153.5204038704250,1.101404109218460,-13.798275136727000,1.8158639351901200,0.3551307957401290,1.0243542311125600,23982000,23746077,235923,235923,451474,548.0752622702050,754.1472380459340,514.1803573191430,4688.534054609520,0.7315352012680170,0.38284334487106500,0.5225616536057450,1.4666978761653600
hP_s14,Experiment 3,highP_SynCom9,27.06.22,day 07,JPG,124.24324324324300,150.62731152204800,161.78378378378400,1.053238311691540,-7.613798008534840,1.8989054782748300,0.34495778061556900,1.0740667289949100,23982000,23765467,209433,214333,689070,516.389753551055,1144.2159839163800,511.91567469731000,6648.073159852920,0.8943368310026790,0.19993412950711700,0.3039357394749450,2.2351649704669500
hP_s15,Experiment 3,highP_SynCom9,27.06.22,day 07,JPG,109.79935720844800,147.67401285583100,144.17447199265400,1.1629073225407000,-20.68709825528010,1.7198275057985200,0.36767037537051800,0.9763022566022250,23982000,23765657,216343,216943,556661,524.8394638617030,712.3940368702430,636.7852571177930,5171.546247918340,0.44833296488191000,0.2507591984718670,0.3886440760175400,1.1187351291621800
hP_s16,Experiment 3,highP_SynCom9,27.06.22,day 07,JPG,117.04306436990000,155.25929283771500,147.1967361740710,1.1751393432639200,-23.13939256572980,1.7019258281703500,0.37010638470307900,0.9480703762313800,23982000,23762437,219263,219263,633134,528.3694941016810,717.5089620079000,620.7014703996360,4530.333044482740,0.5016367658968890,0.193188025783896,0.34631373453329000,1.1559646564812100
hP_s17,Experiment 3,highP_SynCom9,27.06.22,day 07,JPG,119.53552631578900,160.66315789473700,158.51052631578900,1.1556586139176100,-21.640131578947400,1.7306148856712300,0.3662178820043250,0.9866015855336430,23982000,23831058,150942,150942,373666,438.3894653859910,574.8703969525460,561.6043335865890,4459.320851173920,0.21359003178393900,0.2995380182411350,0.4039489811757020,1.0236217254258600
hP_s18,Experiment 3,highP_SynCom9,27.06.22,day 07,JPG,119.76795580110500,165.50759668508300,154.88121546961300,1.2052291723243100,-28.183011049723700,1.6594354384427600,0.3760196564822620,0.9357952056080620,23982000,23838269,143731,143731,280862,427.78965976789300,536.1052331758860,489.1586316429150,3201.6223663640900,0.40923225663711000,0.30509917299234100,0.5117495424799370,1.0959741860739400
hP_s19,Experiment 3,highP_SynCom9,27.06.22,day 07,JPG,115.64567901234600,157.8604938271610,149.87962962963000,1.189042917487120,-25.097839506172800,1.6820250729273400,0.37285259190680700,0.9494435624516100,23982000,23820939,161061,162061,898834,452.84570696274700,929.3652117500710,543.6421144203170,4473.119841047140,0.8110616453440890,0.10715326427559200,0.17918881573238200,1.7095165865526200
hP_s20,Experiment 3,highP_SynCom9,27.06.22,day 07,JPG,133.68134715025900,161.36321243523300,167.9518134715030,1.0699301900534600,-10.546632124352300,1.86928083588339,0.3485193876785930,1.0408308742546500,23982000,23790036,191793,196783,547294,494.1643775135870,856.3797058397420,519.6222371903300,5150.81832585698,0.7948803750722890,0.2076059283506090,0.3504387038776230,1.6480813262925500
hP_s21,Experiment 3,highP_SynCom9,30.06.22,day 10,JPG,72.38981014179280,92.31362653208360,103.34559000240300,1.0505979609838200,-4.445926459985590,1.9036777856746800,0.34439082908355400,1.1195052549093100,23982000,23568298,413702,415502,2156059,725.7697611061140,1444.948346037820,852.7538870125220,12680.004184082100,0.8072846982567070,0.11433317027738900,0.19187879366937500,1.6944494396852800
hP_s22,Experiment 3,highP_SynCom9,30.06.22,day 10,JPG,72.27773229635690,97.62034383954160,107.13467048710600,1.0882229135224500,-7.914142447810070,1.8378587467215100,0.3523783560951610,1.097462539808330,23982000,23491625,485835,488135,3061466,786.5013249934220,1369.9299872751100,1075.1391754411000,14203.844804515700,0.6197323592998910,0.0992829986945778,0.1586935801344850,1.2741885130481500
hP_s23,Experiment 3,highP_SynCom9,30.06.22,day 10,JPG,75.16583311397740,106.77941563569400,109.25427744143200,1.1580018612299000,-14.569360357989000,1.7271129407994500,0.3666881503289890,1.0231773304901900,23982000,23604795,377205,384145,2438889,693.0168269759600,1275.9829683620600,878.3357640504220,10026.76659402890,0.7253691283408110,0.08572102539349450,0.15466263532288700,1.4527280119824600
hP_s24,Experiment 3,highP_SynCom9,30.06.22,day 10,JPG,71.12926330150070,110.45804911323300,108.09072305593500,1.2326532476454500,-20.848055934515700,1.6225163109092400,0.38131316699162600,0.9785680982390700,23982000,23690248,291752,293552,1583385,609.4835384615180,927.3313198196490,836.5307979920410,7405.913780286480,0.4315603739809280,0.10280421911965700,0.18425840840983100,1.1085441469047600
hP_s25,Experiment 3,highP_SynCom9,30.06.22,day 10,JPG,64.67725143154610,104.51691827173300,94.73269130661110,1.311297356695130,-24.811946902654900,1.525207070530990,0.39600712815592000,0.9063861896531970,23982000,23600376,381624,381624,2633426,697.064393022633,1210.7790193744000,824.5672799465660,9369.352380466500,0.7322628548437610,0.09697318362049080,0.14491540677429300,1.4683811119122600
hP_s26,Experiment 3,highP_SynCom9,30.06.22,day 10,JPG,74.11831568070270,107.68586928442300,107.98760010333200,1.1826729386664200,-16.632911392405100,1.6910846055674400,0.37159738416664900,1.0028019536910000,23982000,23597386,384614,384614,2297093,699.7897929083920,1172.5562951109300,933.3333760396940,12249.536146650600,0.6053206606075440,0.1008290435798410,0.16743510166980600,1.2563102587055200
hP_s27,Experiment 3,highP_SynCom9,30.06.22,day 10,JPG,64.43333333333330,93.91635220125790,91.78553459119500,1.202368874502790,-15.806918238993700,1.6633830452630800,0.3754623285518520,0.9773115377661110,23982000,23665997,316003,318603,1259206,634.3086912970260,1157.876087730700,666.8438018554950,9438.198051533950,0.8175061756194430,0.16013733166102900,0.25095417270883400,1.7363527778302900
hP_s28,Experiment 3,highP_SynCom9,30.06.22,day 10,JPG,62.16389160953310,103.53248449232800,92.27750571335290,1.34073488438952,-26.311785830884700,1.4917192230070600,0.4013293274645840,0.8912903632694250,23982000,23677796,304204,304204,1952007,622.3540491284810,1049.1717556212400,824.2754714416610,7107.629509039020,0.6186788667851310,0.09391722611309130,0.15584165425636300,1.2728411701809300
hP_s29,Experiment 3,highP_SynCom9,30.06.22,day 10,JPG,80.19547079856970,111.06585220500600,112.47079856972600,1.1529350993213600,-14.73271752085820,1.7347030211650600,0.36567041914992800,1.0126496698744700,23982000,23648735,333265,333265,1669981,651.4032367713290,1312.733837253920,799.8977275354770,7900.842712474620,0.7929111058936910,0.10486230853460500,0.19956215070710400,1.6411270992086900
hP_s30,Experiment 3,highP_SynCom9,30.06.22,day 10,JPG,60.64857142857140,94.73107142857140,91.51607142857140,1.2451127890137800,-18.648750000000000,1.6062801841302600,0.38368860189669400,0.9660618216228650,23982000,23703690,278310,288681,2087542,595.277496378994,1119.9193671674200,670.2164322322130,7839.428498912250,0.8011596990172190,0.07927542077414240,0.1333194733327520,1.6709816610097600
hP_s31,Experiment 3,highP_SynCom9,04.07.22,day 14,JPG,102.18488308863500,155.50915352546700,134.08138481058500,1.3163889615575500,-37.37601957585640,1.5193077869884300,0.3969344298321710,0.8622089553630540,23982000,23433905,548095,562155,872925,835.3778954889930,1057.4548237075500,842.8505539389850,7118.541197284450,0.6039055978280840,0.4604849713002920,0.6278832660308730,1.2546172257532900
